CHARGE1STATUTE,CHARGE1DESCRIPTION,OffenseDescription,OffenseDescription2,OffenseType,OffenseTypeSort
720 ILCS 570.0/401.5-A-5,PCS - MFG - POSSESS ANY SUBSTANCE W/INTENT (SOLICITATION),Manufacture/delivery of a controlled substance,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/401(F),OTHER AMOUNT SCHEDULE III,Manufacture/delivery of a controlled substance,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/402-A-1,PCS - POSSESSION - 15+GRMS - HEROIN,Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/402-A-1-A,PCS - POSSESS 15<100 GRAMS HEROIN,Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/402-A-1-B,PCS - POSSESS 100<400 GRAMS HEROIN,Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/402-A-1-C,PCS - POSSESS 400<900 GRAMS HEROIN,Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/402-A-1-D,PCS - POSSESS 900+ GRAMS HEROIN,Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/402-A-10,PCS - POSSESSION - 30+GRMS - PCP,Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/402-A-10.5,PCS - POSSESSION - 30+GRMS - KETAMINE,Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/402-A-11,PCS - POSS 200+ GR OTHER SCHED I&II,Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/402-A-2,PCS - POSSESSION - 15+GRMS - COCAINE,Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/402-A-2-A,PCS - POSSESS 15<100 GRAMS COCAINE,Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/402-A-2-B,PCS - POSSESS 100<400 GRAMS COCAINE,Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/402-A-2-C,PCS - POSSESS 400<900 GRAMS COCAINE,Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/402-A-2-D,PCS - POSSESS 900+ GRAMS COCAINE,Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/402-A-3,PCS - POSSESSION - 15+GRMS - MORPHINE,Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/402-A-3-B,POSSESS 100<400 GRAMS MORPHINE,Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/402-A-4,PCS - POSSESSION - 200+GRMS - PEYOTE,Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/402-A-5,PCS-POSSESSION - 200+GRMS - BARBITUATES (BARBITURIC,Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/402-A-6,PCS - POSSESSION - 200+GRMS - AMPHETAMINE,Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/402-A-7-A-I,PCS - POSSESSION - 15+GRMS - LSD OR ANALOG,Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/402-A-7-A-II,PCS - POSSESSION - 15+OBJECTS - LSD,Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/402-A-7-B-II,POSS 200<600 OBJECTS/PARTS LSD,Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/402-A-7-D-II,POSS 1500 + OBJECTS/PARTS LSD,Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/402-A-7.5-A-I,PCS - POSSESSION - 15>100 GR ECSTACY/ANALOG,Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/402-A-7.5-A-II,PCS - POSSESSION - 15>200 PILLS ECSTACY/ANALOG,Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/402-A-7.5-B-I,PCS - POSSESION - 100>400 GR ECSTACY/ANALOG,Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/402-A-7.5-B-II,PCS - POSSESSION - 200>600 PILLS ECSTACY/ANALOG,Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/402-A-7.5-C-II,PCS - POSSESSION - 600>1500 PILLS ECSTACY/ANALOG,Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/402-A-7.5-D-I,PCS - POSSESSION - 900+ GR ECSTASY/ANALOG,Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D) (ATTEMPT),Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D) (SOLICITATION),Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/402-D,PCS - POSSESSION - ANABOLIC STEROID - 1ST,Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/404-B,PCS - MFG/DEL - LOOK ALIKE SUBSTANCE,Manufacture/delivery of a controlled substance,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/404-C,PCS - POSSESSION - LOOK-ALIKE SUBSTANCE/SUBQ,Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/404-C,POSSESS LOOK-ALIKE SUBST,Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/405-B,CALCULATED CRIMINAL DRUG CONSPIRACY,Calculated criminal drug conspiracy,Cannabis/controlled substance trafficking or drug conspiracy,Drug offense,5
720 ILCS 570.0/405-B,CALCULATED CRIMINAL DRUG CONSPIRACY (CONSPIRACY),Calculated criminal drug conspiracy,Cannabis/controlled substance trafficking or drug conspiracy,Drug offense,5
720 ILCS 570.0/406-B-3,FRAUD - OBTAIN SUBSTANCE BY FRAUD/ 1ST,Unauthorized possession of prescription form,Other drug offense,Drug offense,5
720 ILCS 570.0/406-B-3,OBTAIN SUBSTANCE BY FRAUD/SUBQ,Unauthorized possession of prescription form,Other drug offense,Drug offense,5
720 ILCS 570.0/406-B-3,OBTAIN SUBSTANCE BY FRAUD/SUBQ (ATTEMPT),Unauthorized possession of prescription form,Other drug offense,Drug offense,5
720 ILCS 570.0/406.2-A-1,UNAUTHD POSS SCRIPT/ALTERED,Unauthorized possession of prescription form,Other drug offense,Drug offense,5
720 ILCS 570.0/406.2-A-1,UNAUTHD POSS SCRIPT/ALTERED/2+,Unauthorized possession of prescription form,Other drug offense,Drug offense,5
720 ILCS 570.0/406.2-A-2,POSS BLANK/COUNT SCRIPT,Unauthorized possession of prescription form,Other drug offense,Drug offense,5
720 ILCS 570.0/406.2-A-2,POSS BLANK/COUNT SCRIPT/2+,Unauthorized possession of prescription form,Other drug offense,Drug offense,5
720 ILCS 570.0/406.2-A-3,POSS SCRIPT/NO PRESCRIBER,Unauthorized possession of prescription form,Other drug offense,Drug offense,5
720 ILCS 570.0/407-A,18+ DEL CON/COUNT SUB TO <18,Manufacture/delivery of a controlled substance,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/407-B-1,MFG/DEL AMPH/SCH/PUB HS/PK,Manufacture/delivery of a controlled substance,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/407-B-1,MFG/DEL BARB ACID/SC/PUB HS/PK,Manufacture/delivery of a controlled substance,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/407-B-1,MFG/DEL COCAINE/SCH/PUB HS/PK,Manufacture/delivery of a controlled substance,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/407-B-1,MFG/DEL COCAINE/SCH/PUB HS/PK (ATTEMPT),Manufacture/delivery of a controlled substance,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/407-B-1,MFG/DEL COCAINE/SCH/PUB HS/PK (SOLICITATION),Manufacture/delivery of a controlled substance,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/407-B-1,MFG/DEL FENTANYL/SCH/PUB HS/PK,Manufacture/delivery of a controlled substance,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/407-B-1,MFG/DEL HEROIN/SCH/PUB HS/PK,Manufacture/delivery of a controlled substance,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/407-B-1,MFG/DEL HEROIN/SCH/PUB HS/PK (ATTEMPT),Manufacture/delivery of a controlled substance,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/407-B-1,MFG/DEL LSD/SCH/PUB HS/PARK,Manufacture/delivery of a controlled substance,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/407-B-1,MFG/DEL METH/SCH/PUB HS/PARK,Manufacture/delivery of a controlled substance,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/407-B-1,MFG/DEL MORPH/SCH/PUB HS/PK,Manufacture/delivery of a controlled substance,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/407-B-1,MFG/DEL PCP/SCH/PUB HS/PARK,Manufacture/delivery of a controlled substance,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/407-B-1,MFG/DEL PENT/SCH/PUB HS/PARK,Manufacture/delivery of a controlled substance,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/407-B-1,MFG/DEL SCHED I/II/SCH/HS/PK,Manufacture/delivery of a controlled substance,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/407-B-2,AMT NARC SCHED I/II/SCH/HS/PK,Delivery of a controlled substance to person under 18,Delivery of a cannabis/controlled substance to person under 18,Drug offense,5
720 ILCS 570.0/407-B-4,PCS - MFG/DEL-SCH/PUB PARK-OTHER SUBST - SCHD III,Manufacture/delivery of a controlled substance,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/407-B-5,PCS-MFG/DEL-SCH/PUB HS/PRK-OTHER SUBST-SCHD IV,Manufacture/delivery of a controlled substance,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/407-B-6,PCS-MFG/DEL -  SCH/PUB HS/PRK - OTH SUB - SCHD V,Manufacture/delivery of a controlled substance,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 570.0/408-A,2ND OR SUBQ OFFENSE UNDER ACT,Manufacture/delivery of a controlled substance,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 600.0/3-A,PCS - DRUG PARAPHERNALIA - SALE OF,Possession/sale of drug paraphernalia,Other drug offense,Drug offense,5
720 ILCS 600.0/3.5-A,PCS - DRUG PARAPHERNALIA - POSSESS,Possession/sale of drug paraphernalia,Other drug offense,Drug offense,5
720 ILCS 600.0/3.5-A,PCS - DRUG PARAPHERNALIA - POSSESS (ATTEMPT),Possession/sale of drug paraphernalia,Other drug offense,Drug offense,5
720 ILCS 600.0/3.5-A,PCS - DRUG PARAPHERNALIA - POSSESS (SOLICITATION),Possession/sale of drug paraphernalia,Other drug offense,Drug offense,5
720 ILCS 600.0/3.5-C,POSS DRUG PARAPHERNALIA,Possession/sale of drug paraphernalia,Other drug offense,Drug offense,5
720 ILCS 635.0/1,POSSESS HYPO/SYRINGE/NEEDLES,Possession/sale of drug paraphernalia,Other drug offense,Drug offense,5
720 ILCS 640.0/1,NO CHILD SUPERVISION - 1ST & 2ND,Delivery of methamphetamine,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 646.0/120-A,POSS METH PRECURSOR W/O SCRIPT,Delivery of methamphetamine,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 646.0/15-A-1,METH - METHAMPHETAMINE MANUFACTURING  <15 GR,Delivery of methamphetamine,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 646.0/15-A-1,METH - METHAMPHETAMINE MANUFACTURING 100<400 GR,Delivery of methamphetamine,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 646.0/15-A-1,METH - METHAMPHETAMINE MANUFACTURING 15<100 GR,Delivery of methamphetamine,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 646.0/15-A-1,METH - METHAMPHETAMINE MANUFACTURING 400<900 GR,Delivery of methamphetamine,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 646.0/15-A-1,METH - METHAMPHETAMINE MANUFACTURING 900+GR,Delivery of methamphetamine,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 646.0/55-A-1,METH - METHAMPHETAMINE DELIVERY < 5 GR,Delivery of methamphetamine,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 646.0/55-A-1,METH - METHAMPHETAMINE DELIVERY 100<400 GR,Delivery of methamphetamine,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 646.0/55-A-1,METH - METHAMPHETAMINE DELIVERY 15<100,Delivery of methamphetamine,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 646.0/55-A-1,METH - METHAMPHETAMINE DELIVERY 400 GR < 900 GR,Delivery of methamphetamine,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 646.0/55-A-1,METH - METHAMPHETAMINE DELIVERY 5<15 GR,Delivery of methamphetamine,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 646.0/55-A-1,METH - METHAMPHETAMINE DELIVERY 900+ GR,Delivery of methamphetamine,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 646.0/56-B,METHAMPHETAMINE TRAFFICKING,Delivery of methamphetamine,Manufacture/delivery of cannabis/controlled substance,Drug offense,5
720 ILCS 646.0/60-A,METH - POSSESSION OF METH/100<400 GRAMS,Possession of methamphetamine,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 646.0/60-A,METH - POSSESSION OF METH/15<100 GRAMS,Possession of methamphetamine,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 646.0/60-A,METH - POSSESSION OF METH/5<15 GRAMS,Possession of methamphetamine,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 646.0/60-A,METH - POSSESSION OF METHAMPHETAMINE < 5 GR,Possession of methamphetamine,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 646.0/60-A,POSSESSION OF METH/900+ GRAMS,Possession of methamphetamine,Possession of cannabis/controlled substance,Drug offense,5
720 ILCS 648.0/15-E,PERSON DISPEN PCSR W/O AUTH,Other offense,Other public order offense,Public order offense,6
720 ILCS 675.0/1-A,MINOR SELL/BUY TOBACCO/PERS,Other offense,Other public order offense,Public order offense,6
720 ILCS 675.0/1-A-7,MINOR POSSESS TOBACOO/ANY FORM,Other offense,Other public order offense,Public order offense,6
720 ILCS 675.0/1-D,SELLTOBACCO/NO HEALTH WARNING,Other offense,Other public order offense,Public order offense,6
720 ILCS 675.0/1-D,SELLTOBACCO/NO HEALTH WARNING (SOLICITATION),Other offense,Other public order offense,Public order offense,6
720 ILCS 685.0/4-A,SELL TOBACCO ACCESSO/PERS <18,Other offense,Other public order offense,Public order offense,6
720 ILCS 685.0/4-D,USE FALSE IDENTIFICATION CARD,Unlawful use of or possession of fraudulent ID,Unlawful use of or possession of fraudulent ID,Public order offense,6
720 ILCS 690.0/1,INTOXICATING COMPOUND - INGEST ATROPINE/HYOSCYAMINE,Other offense,Other public order offense,Public order offense,6
720 ILCS 690.0/1,INTOXICATING COMPOUND - INJESTION TOLUOL/ACETONE,Other offense,Other public order offense,Public order offense,6
725 ILCS 225.0/13,FUGITIVE FROM JUSTICE - OUT OF STATE WARRANT,Warrant,Warrant,FTA/Warrant,7
725 ILCS 225.0/13,FUGITIVE FROM JUSTICE - OUT OF STATE WARRANT (SOLICITATION),Warrant,Warrant,FTA/Warrant,7
725 ILCS 5.0/110-10-A-4,CONDITIONS OF BAIL BOND,Warrant,Warrant,FTA/Warrant,7
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,Warrant,Warrant,FTA/Warrant,7
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT (ATTEMPT),Warrant,Warrant,FTA/Warrant,7
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT (CONSPIRACY),Warrant,Warrant,FTA/Warrant,7
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT (SOLICITATION),Warrant,Warrant,FTA/Warrant,7
725 ILCS 5.0/112A-23-E,VIOLATE ORDER OF PROTECTION,Other offense,Other public order offense,Public order offense,6
730 ILCS 110.0/11,PETITION TO VIOLATE PROBATION,Other offense,Other public order offense,Public order offense,6
730 ILCS 148.0/10-A,ARSONIST FAIL TO REGISTER,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 148.0/10-B,ARSONIST - FAIL TO REGISTER W/IN 10 DAYS,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 148.0/10-B,FAIL TO REGISTER W/IN 10 DAYS,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 150.0/1,SEX OFFENDER REGISTRATION,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 150.0/10-A,SEX OFFENDER REGIS/FALSE INFO,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 150.0/10-A,SEX OFFENDER SEEK NAME CHNG/2+,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 150.0/10-A,SEX OFFENDER/FALSE INFO/2+,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 150.0/10-B,FLS INFO LAW ENF/SEX PRED,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 150.0/3-A,FAIL TO RPT WKLY/NO ADDR/2ND+,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 150.0/3-A,FAIL TO RPT WKLY/NO FIXED ADDR,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 150.0/3-A,NOTIFICATION/NO FIXED ADDR/2+,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 150.0/3-A,NOTIFICATION/NO FIXED ADDRESS,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 150.0/3-A,VIOL SEX OFFENDER REGISTATION,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 150.0/3-A,VIOL SEX OFFENDER REGISTRATION,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 150.0/3-A,VIOLATE SEX OFFENDER REGIS/2+,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 150.0/3-A-5,SEX OFFENDER - OUT OF STATE FAIL TO REGISTER,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 150.0/3-A-5,SEX OFFENDER FAIL REG EMPL/2+,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 150.0/3-A-5,SEX OFFENDER FAIL REG EMPLOYER,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 150.0/3-B,FAIL REG 3 DAYS NEW RESID/SCH,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 150.0/3-B,FAIL REGIS/NEW REDIS/SCH/2+,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 150.0/3-D,FAIL RPT CHNG EM W/IN 3 DAYS,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 150.0/3-D,FAIL RPT CHNG EMPL/3 DAYS/2+,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 150.0/6,FAIL TO REPORT CHANGE ADDRESS/EMPLOYER,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 150.0/6,FAIL TO REPORT CHANGE ADDRESS/EMPLOYER (SOLICITATION),"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 150.0/6,FAIL TO RPT CHNG ADDR/EMPL/2+,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 150.0/6,FAIL TO RPT WKLY/NO ADDR/2ND+,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 150.0/6,FAIL TO RPT WKLY/NO FIXED ADDR,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 150.0/6,FAILURE TO REPORT ANNUALLY,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 150.0/6,FAILURE TO REPORT ANNUALLY/2+,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 150.0/6,NOTIFICATION/NO FIXED ADDR/2+,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 150.0/6,NOTIFICATION/NO FIXED ADDRESS,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 150.0/6,SEX VIOL/DANGEROUS FAIL TO RPT,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 150.0/6,SEX VIOL/DNGR FAIL TO RPT/2ND+,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 150.0/6-5,SEX OFFENDER - OUT OF STATE/FAIL TO REPORT CHANGE,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 150/6,FAILURE TO REPORT ANNUALLY,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 154.0/10,CHILD MURDER/VIO OFFENDER AGAINST YOUTH REGIS,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 154.0/10-A,FL TO REPT WKLY/NO FIXED ADDR,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 154.0/10-A,NOTIFICATION/NO FIXED ADDR/2+,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 154.0/10-A,NOTIFICATION/NO FIXED ADDRESS,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 154.0/10-A,VIO OFFEN/YOUTH/NAME CHANGE 2+,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 154.0/10-A,VIO OFFEN/YOUTH/NAME CHANGE/IL,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 154.0/10-A,VIO OFFEN/YOUTH/REGIS/IL,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 154.0/10-A,VIO OFFEN/YOUTH/REGIS/IL 2+,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 154.0/10-A,VIO OFFEN/YTH/FALSE REGIS INFO,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 154.0/10-A-5,VIO OFFEN/YOUTH/REGIS/NON ST,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 154.0/10-A-5,VIO OFFEN/YOUTH/REGIS/NON-ST,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 154.0/10-B,FL REGIS 5 DAYS NEW RESID/SCH,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 154.0/10-B,FL REGIS 5 DAYS RESID/SCH/2+,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 154.0/30,FAIL TO REPORT ADDR CHNG/2+,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 154.0/30,FAIL TO REPORT ADDRESS CHANGE,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 154.0/30,FAIL TO REPORT ANNUALLY,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 154.0/30,FAIL TO REPORT ANNUALLY/2+,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 154.0/30,FL TO REPT ADDR/EMP/SCH CHNG,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 154.0/30,NOTIFICATION/NO FIXED ADDRESS,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
730 ILCS 5.0/3-3-9,VIOLATION OF PAROLE,Probation or parole violation,Other public order offense,Public order offense,6
730 ILCS 5.0/5-6-4,VIOLATION OF PROBATION,Probation or parole violation,Other public order offense,Public order offense,6
730 ILCS 5.0/5-8A-4.1-A,ESCAPE - ESCAPE/VIOLATE ELECTRONIC MONITORING,Escape,Escape/aiding escape,Public order offense,6
730 ILCS 5.0/5-8A-4.1-B,ESCAPE - ESCAPE/VIOLATE ELECTRONIC MONITORING,Escape,Escape/aiding escape,Public order offense,6
730 ILCS 5.0/5-8A-4.1-C,ESCAPE - ESCAPE/VIOLATE MONITORING W/WEAPON,Escape,Escape/aiding escape,Public order offense,6
740 ILCS 21.0/125,VIO STALKING NO CONTACT ORDER,Violation of an order of protection,Violation of order of protection/no stalking,Person offense,1
740 ILCS 21.0/125,VIOLATE STALKING NO CONTACT/2+,Violation of an order of protection,Violation of order of protection/no stalking,Person offense,1
